"","Datein","FR(m3/dia)","BODin (ppm)","CODin (ppm)","SSin(ppm)","pHin","NAmin(ppm)","NNin (ppm)","Pin (ppm)","Colin(ppm)","Tin(°C)","Condin L1","RF(mm)","Pulp(ton/dia)","Pap (ton/dia)","...16","Dateout","BODout(ppm)","CODout (ppm)","SSout(ppm)","Colout(ppm)","Tout(°C)","Condout","FRout(m3/dia)","FRmod(m3/dia)"
"1235",2000-01-18,60278,241,731,155,10.4,0.5,0.88,NA,891,49,1519,0.1,707.95,887.1,NA,36543,58,403,NA,636,38.5,1261,60304.1835,54879.7857142857
"1236",2000-01-19,52733,273,725,97,10.59,3.2,NA,NA,834,48,1890,0,508.626,817.2,NA,36544,86,423,39,936,38,1708,52733,54958
"1237",2000-01-20,51355,210,614,NA,8.67,2.6,NA,NA,832,47,1295,0,613.49,791.1,NA,36545,86,420,NA,892,37,1982,51355,55323.8571428571
"1238",2000-01-21,54247,270,748,188,6.86,2.7,1.629,NA,707,NA,1441,0,705.233,725.6,NA,36546,49,343,NA,688,37,1818,54247,55566.2142857143
"1239",2000-01-22,52374,237,557,122,8.04,NA,NA,NA,524,NA,1270,0,563.209,716,NA,36547,64,368,NA,701,38,1683,52374,55715.0714285714
"1240",2000-01-23,53841,182,520,150,9.78,NA,NA,NA,539,46,1474,0,588.7,668.7,NA,36548,58,371,NA,675,37,1670,53841,57339.6428571429
"1241",2000-01-24,57406,203,586,90,6.85,3.3,NA,1.09,573,46,1169,0,797.27,771.4,NA,36549,47,313,NA,600,36,1332,57406,57428.4285714286
"1242",2000-01-25,59906,264,647,52,6.88,4.2,NA,1.26,515,48.5,1198,8.9,806.884,726.8,NA,36550,66,303,NA,539,36,1132,62236.3315,57766.7857142857
"1243",2000-01-26,57654,206,571,69,6.46,3.3,NA,NA,507,48.5,1071,13.1,782.303,754.7,NA,36551,62,313,89,557,36,1260,61084.0385,58435.0714285714
"1244",2000-01-27,60019,233,609,109,7.69,3.2,NA,NA,569,47.5,1132,8,844.329,837,NA,36552,54,281,NA,517,35,1328,62113.68,59071.2857142857
"1245",2000-01-28,64002,223,575,128,6.9,2.9,NA,2.4,488,49,1390,0,922.129,937.7,NA,36553,64,274,NA,461,36,1257,64002,59555.2857142857
"1246",2000-01-29,59822,278,598,132,6.86,NA,NA,NA,456,NA,1277,0,807.269,991,NA,36554,87,333,NA,591,36,1262,59822,58936.7142857143
"1247",2000-01-30,57751,283,725,129,7.09,NA,NA,NA,505,NA,1850,0,1010.648,958.7,NA,36555,61,295,NA,548,36,1314,57751,58463.2142857143
"1248",2000-01-31,62610,284,717,69,6.84,5.6,1.301,NA,911,49,1600,10.2,1017.96,1009.4,NA,36556,67,283,NA,446,37,1390,65280.717,58005.2142857143
"1249",2000-02-01,65015,292,682,84,6.61,4.2,2.43,NA,292,48.5,1322,40.7,910.26,963.8,NA,36557,90,310,NA,90,37,1567,75671.6845,56763.2142857143
"1250",2000-02-02,62089,229,636,85,6.48,4.4,NA,NA,229,49,1221,0.1,892.711,1022.3,NA,36558,79,330,68,79,37,1370,62115.1835,55410.5714285714
"1251",2000-02-03,60262,291,663,66,7.06,3,NA,NA,291,50,1398,0.7,949.128,978,NA,36559,93,337,NA,93,37,1421,60445.2845,53184.7857142857
"1252",2000-02-04,61023,245,630,104,6.76,2.7,2.197,NA,245,50,NA,3.4,1049.662,1184.3,NA,36560,62,290,NA,62,38,NA,61913.239,50684.9285714286
"1253",2000-02-05,43714,321,653,130,6.8,NA,NA,NA,321,NA,NA,2.6,1020.265,1034.4,NA,36561,75,324,NA,75,38,NA,44394.771,51219.6428571429
"1254",2000-02-06,47212,273,651,176,6.63,NA,NA,NA,273,NA,1564,0.1,1060.425,1157.6,NA,36562,86,338,NA,86,37,1560,47238.1835,51767.9285714286
"1255",2000-02-07,50994,297,649,117,6.33,2.3,NA,0.82,297,47,1160,0,913.97,1128.4,NA,36563,69,308,NA,69,38,1586,50994,51528.6428571429
"1256",2000-02-08,42518,284,666,134,6.9,3.4,NA,1.49,284,50,1522,4.8,879.746,1146.4,NA,36564,72,294,NA,72,37,1640,43774.808,51174.1428571429
"1257",2000-02-09,38717,274,713,306,7.04,5.1,NA,NA,274,49,1424,23.8,955.019,1169.8,NA,36565,61,291,60,61,36,1534,44948.673,51151.7142857143
"1258",2000-02-10,28858,210,517,164,8.78,3.3,NA,NA,210,44.5,1259,40.4,813.437,842.2,NA,36566,40,263,NA,40,36,1307,39436.134,51226.2857142857
"1259",2000-02-11,29004,268,534,92,10.57,5.8,NA,3.62,268,44,1515,32.7,954.05,986.8,NA,36567,61,289,NA,61,36,1535,37566.0045,51196.7857142857
"1260",2000-02-12,67308,326,663,325,7.82,NA,NA,NA,326,43,1427,46,1000.089,1074.9,NA,36568,45,246,NA,45,33,1596,79352.41,52393.8571428571
"1261",2000-02-13,65427,283,658,457,7.03,NA,NA,NA,283,NA,1570,34.9,992.163,1192.4,NA,36569,46,241,NA,46,34.5,1506,74565.0415,53178.1428571429
"1262",2000-02-14,59260,254,675,222,6.56,2,1.173,NA,254,47,1495,0.2,956.667,1067.5,NA,36570,66,329,NA,66,36,1500,59312.367,53592.2142857143
"1263",2000-02-15,60052,209,662,141,6.82,5.4,1.88,NA,209,47.5,1347,0,1024.168,1160.8,NA,36571,64,278,NA,64,37,1246,60052,54479.2857142857
"1264",2000-02-16,61775,293,789,329,6.85,2.6,NA,NA,293,48.5,1340,29.8,899.57,869.1,NA,36572,88,302,26,88,37,1461,69577.683,55785.3571428571
"1265",2000-02-17,61306,247,649,283,7.27,2.7,NA,NA,247,47.5,1430,2.1,1038.391,1111,NA,36573,76,319,NA,76,36,1440,61855.8535,57896.1428571429
"1266",2000-02-18,60610,263,676,161,7.15,1.7,1.09,NA,263,47,1513,0,1064.436,1231.9,NA,36574,65,281,NA,65,36,1412,60610,59908
"1267",2000-02-19,60473,287,645,182,7.07,NA,NA,NA,287,NA,1540,0,975.009,1103.7,NA,36575,88,286,NA,88,36,1491,60473,59472.4285714286
"1268",2000-02-20,58192,283,637,111,7.77,NA,NA,NA,283,NA,1456,0,868.103,1118.5,NA,36576,68,324,NA,68,36,1554,58192,59222.7142857143
"1269",2000-02-21,56791,251,627,254,7.11,2.1,NA,1.64,251,47,1368,0,808.505,1017.3,NA,36577,83,296,NA,83,36,1583,56791,59224.0714285714
"1270",2000-02-22,54937,247,663,146,6.84,2.6,NA,1.33,247,NA,1548,0,772.759,1099.8,NA,36578,81,310,NA,81,36,1525,54937,59333.5
"1271",2000-02-23,57002,197,535,229,9.11,1.35,NA,NA,197,NA,1378,0,533.759,1059.4,NA,36579,72,295,13,72,37,1511,57002,59295.6428571429
"1272",2000-02-24,58409,341,843,407,7.22,3.1,NA,NA,341,46.5,1532,0,831.4,1101.1,NA,36580,75,307,NA,75,35,1483,58409,59171.9285714286
"1273",2000-02-25,57170,234,830,298,6.74,3.5,NA,1.83,234,47,1470,0,1018.583,1207.1,NA,36581,77,341,NA,77,35.5,1430,57170,58873.5
"1274",2000-02-26,61210,253,712,68,7.08,NA,NA,NA,253,NA,1637,2,1089.705,1182.9,NA,36582,87,320,NA,87,35,1465,61733.67,58496.5714285714
"1275",2000-02-27,61931,271,710,203,6.99,NA,NA,NA,271,NA,1664,7,1108.374,1139.8,NA,36583,87,369,NA,87,35,1657,63763.845,58229.0714285714
"1276",2000-02-28,59279,292,768,189,7.14,3.1,2.159,NA,292,48,1437,7.3,1003.638,955.1,NA,36584,149,452,NA,149,36,1614,61190.3955,58124.7857142857
"1277",2000-02-29,61584,166,630,91,6.82,2.6,1.544,NA,166,48,1412,3.8,1079.667,1100.8,NA,36585,75,371,NA,75,36,1557,62578.973,58479.5714285714
"1278",2000-03-01,61245,309,768,161,6.31,3.3,NA,NA,309,47.5,1434,0,844.289,1109.3,NA,36586,118,467,47,118,37,1586,61245,58285.2142857143
"1279",2000-03-02,59574,301,728,134,6.2,3.8,NA,NA,301,48.5,1516,0,967.174,948.7,NA,36587,118,513,NA,118,37,1555,59574,58019.1428571429
"1280",2000-03-03,56432,342,808,NA,4.93,3.8,1.85,NA,342,48,1566,0,1014.898,1099.9,NA,36588,105,415,NA,105,37,1703,56432,57923.2857142857
"1281",2000-03-04,55196,320,776,NA,6.6,NA,NA,NA,320,NA,1822,0,938.178,1079.8,NA,36589,69,385,NA,69,37,1862,55196,57463.3571428571
"1282",2000-03-05,54447,352,762,NA,5.93,NA,NA,NA,352,NA,1769,0.4,844.214,872,NA,36590,83,388,NA,83,37,1728,54467.734,57032.5714285714
"1283",2000-03-06,55331,288,427,100,6.44,NA,NA,NA,288,47.5,1568,0,955.858,1014.9,NA,36591,133,318,NA,133,37,1689,55331,56783
"1284",2000-03-07,59904,363,709,208,4.22,NA,NA,NA,363,NA,1382,23.3,942.897,1126.8,NA,36592,133,472,NA,133,36,1630,61111.7555,56383.2142857143
"1285",2000-03-08,54281,253,698,212,6.91,NA,NA,NA,253,NA,1488,0.6,900.489,1135,NA,36593,126,507,59,126,36,1685,54312.101,56145.5
"1286",2000-03-09,54684,255,743,116,6.76,1,NA,NA,255,46.5,1428,0,964.77,1090.9,NA,36594,109,440,NA,109,36,1368,54684,56113.2142857143
"1287",2000-03-10,55828,284,656,130,6.43,3.4,NA,1.66,284,47,1424,10.3,898.372,1046.1,NA,36595,85,364,NA,85,36,1355,56361.9005,56338.0714285714
"1288",2000-03-11,54771,306,661,234,6.35,NA,NA,NA,306,NA,1476,0,1018.276,1132.8,NA,36596,92,369,NA,92,35,1613,54771,56932.2142857143
"1289",2000-03-12,55900,365,852,252,6.82,NA,NA,NA,365,NA,1560,0,1062.824,1081.2,NA,36597,100,399,NA,100,35,1562,55900,57213.1428571429
"1290",2000-03-13,55785,281,777,240,6.54,3.8,1.77,NA,281,46,1534,0,804.814,986.5,NA,36598,115,426,NA,115,35,1528,55785,57515.4285714286
"1291",2000-03-14,55987,265,695,152,6.88,2.8,0.93,NA,265,47,1470,0,1034.027,1147.6,NA,36599,84,422,NA,84,36,1579,55987,57614.2142857143
"1292",2000-03-15,57917,272,750,126,6.98,2.6,NA,NA,272,47,1451,0,938.656,910.3,NA,36600,82,403,48,82,36,1686,57917,57679.5
"1293",2000-03-16,59122,340,823,242,10.01,2.7,NA,NA,340,47,1755,0.9,947.567,1050.1,NA,36601,89,431,NA,89,36.5,1728,59168.6515,57588.6428571429
"1294",2000-03-17,59580,NA,NA,236,8.25,3.8,2.1,NA,NA,46,1608,0.3,958.02,1052.7,NA,36602,107,458,NA,107,37,1687,59595.5505,57928.5
"1295",2000-03-18,63514,329,657,175,7.25,NA,NA,NA,329,NA,1715,23.6,1011.399,1017.3,NA,36603,117,346,NA,117,36,1788,64737.306,58048.7142857143
"1296",2000-03-19,58380,253,738,84,6.75,NA,NA,NA,253,NA,1719,0,1035.804,953.5,NA,36604,133,569,NA,133,36,1640,58380,58620.7857142857
"1297",2000-03-20,59563,278,683,151,6.57,3.2,NA,1.65,278,47,1406,1.7,923.178,1006.6,NA,36605,139,542,NA,139,36,1564,59651.1195,58765.7142857143
"1298",2000-03-21,61287,273,752,157,6.88,4.7,NA,1.64,273,48,1489,22,1031,1208,NA,36606,132,579,NA,132,36,1548,62427.37,59295.2857142857
"1299",2000-03-22,55195,277,672,106,6.98,2.7,NA,NA,277,48.5,1587,3.5,911.999,1093.8,NA,36607,99,406,62,99,36,1557,55376.4225,59432
"1300",2000-03-23,53412,286,694,105,6.74,3.5,1.972,NA,286,48.5,1466,0,985.908,1177.3,NA,36608,101,521,NA,101,36,1493,53412,58946.1428571429
"1301",2000-03-24,60586,286,667,74,7.09,1.9,1.451,1.71,286,48,1427,26.7,902.781,1132.5,NA,36609,95,453,NA,95,36,1587,61969.9945,58828.8571428571
"1302",2000-03-25,56454,274,696,245,NA,3.7,NA,NA,274,NA,1610,0,876.223,1132.3,NA,36610,86,611,NA,86,36,1496,56454,58294.2857142857
"1303",2000-03-26,63909,292,846,147,6.54,NA,NA,NA,292,NA,1764,27.8,1004.345,1087.1,NA,36611,80,393,NA,80,36,1653,65350.013,58175
"1304",2000-03-27,57814,247,727,238,6.28,3.5,1.972,NA,247,48.5,1660,0.7,1014.854,1052.9,NA,36612,82,606,NA,82,31,1680,57850.2845,57923
"1305",2000-03-28,63401,282,832,151,6.72,1.9,1.451,NA,282,49,1664,22.7,997.178,1126.1,NA,36613,88,691,NA,88,36.5,1654,64577.6545,57640.6428571429
"1306",2000-03-29,59831,303,722,106,6.4,3.7,NA,NA,303,48,1550,4.5,1014.139,1145,NA,36614,105,453,54,105,36,1553,60064.2575,58174.3571428571
"1307",2000-03-30,52320,313,736,197,7.55,3.3,NA,NA,313,47.5,1244,2.4,439.344,987.2,NA,36615,112,511,NA,112,36.5,1340,52444.404,58551.2142857143
"1308",2000-03-31,57938,262,618,NA,6.81,2.6,1.8,NA,262,46,NA,0.1,1112.094,1033.2,NA,36616,107,733,NA,107,36,NA,57943.1835,58256.2857142857
"1309",2000-04-01,56030,320,712,153,7.02,NA,NA,NA,320,48,NA,0,949.461,1117.2,NA,36617,68,411,NA,68,36,NA,56030,58336.9285714286
"1310",2000-04-02,56710,260,798,210,6.64,NA,NA,NA,260,NA,1700,0,988.09,1057.8,NA,36618,126,646,NA,126,36,1367,56710,57924.0714285714
"1311",2000-04-03,56035,291,746,172,6.72,1.9,NA,2.02,291,47,1550,0,936.884,1037.6,NA,36619,95,543,NA,95,36,1732,56035,57952.8571428571
"1312",2000-04-04,57334,356,816,224,9.6,2.6,NA,2.16,356,NA,1572,0,899.48,804.6,NA,36620,113,566,NA,113,35,1520,57334,57619.5
"1313",2000-04-05,62667,289,741,186,7.29,5.8,NA,NA,289,47,1670,0,896.014,1043.4,NA,36621,88,616,95,88,35,1760,62667,57466.5714285714
"1314",2000-04-06,58688,290,815,165,6.49,4.3,NA,NA,290,47,2240,0,1051.987,1097.2,NA,36622,104,708,NA,104,36.5,2290,58688,57744.6428571429
"1315",2000-04-07,56457,272,776,165,6.53,5.8,NA,2.58,272,48,2220,0,923.274,1012.1,NA,36623,120,755,NA,120,37,2200,56457,57936.5
"1316",2000-04-08,57583,422,804,267,6.98,NA,NA,NA,422,NA,2560,0.1,1006.711,1158.9,NA,36624,181,865,NA,181,35,2180,57588.1835,58194.3571428571
"1317",2000-04-09,58129,203,801,199,9.12,NA,NA,NA,203,NA,2990,0.1,1032.112,1304.8,NA,36625,99,756,NA,99,35,2290,58134.1835,58554.4285714286
"1318",2000-04-10,58217,347,765,209,6.88,1.4,2.103,NA,347,48,2460,0.1,1003.683,1057.8,NA,36626,170,557,NA,170,37,2650,58222.1835,58899.0714285714
"1319",2000-04-11,58734,262,683,161,7.81,1.35,1.248,NA,262,47.5,2470,0,965.163,1042.3,NA,36627,120,462,NA,120,36.5,2660,58734,58922.2857142857
"1320",2000-04-12,57690,248,673,108,6.96,4.5,NA,NA,248,46.5,1910,0,861.722,1113.1,NA,36628,100,448,15,100,36,2510,57690,58310.8571428571
"1321",2000-04-13,56213,260,587,51,6.81,NA,NA,NA,260,48.5,1990,0,867.989,1167.8,NA,36629,101,364,NA,101,36,2410,56213,56331.6428571429
"1322",2000-04-14,60624,254,708,152,6.71,NA,1.772,NA,254,48.5,2190,0,880.226,949.9,NA,36630,108,393,NA,108,36,2410,60624,54036.7142857143
"1323",2000-04-15,59640,270,650,111,7.04,NA,NA,NA,270,NA,2030,0.1,957.624,1077.8,NA,36631,64,348,NA,64,35,2220,59645.1835,51503.9285714286
"1324",2000-04-16,61751,251,736,199,7.31,NA,NA,NA,251,NA,2220,0.1,983.375,1036.9,NA,36632,89,349,NA,89,35,2210,61756.1835,48877.2857142857
"1325",2000-04-17,60860,210,686,191,7.14,NA,NA,2.39,210,46,2000,0,1044.556,1060.6,NA,36633,95,357,NA,95,36,2170,60860,47607.6428571429
"1326",2000-04-18,57659,277,745,NA,6.95,5.8,NA,1.78,277,47.5,2310,17.9,998.112,1066.4,NA,36634,77,391,NA,77,37,2100,58586.8465,45349.6428571429
"1327",2000-04-19,54107,282,760,96,6.35,NA,NA,NA,282,48,1833,13.5,998.087,1018.4,NA,36635,78,339,66,78,37,1960,54806.7725,42509.7142857143
"1328",2000-04-20,30979,268,513,NA,8.18,NA,NA,NA,268,46,2190,0,865.047,903.6,NA,36636,94,335,NA,94,36,1930,30979,40266.7857142857
"1329",2000-04-21,24328,257,612,NA,7.1,NA,NA,NA,257,46,2100,0.1,974.622,1082.9,NA,36637,64,290,NA,64,34,2020,24333.1835,39854.2142857143
"1330",2000-04-22,22124,217,608,NA,8.89,NA,NA,NA,217,NA,2140,0.1,1015.919,1165.6,NA,36638,61,258,NA,61,33,2160,22129.1835,39523.0714285714
"1331",2000-04-23,21356,189,491,395,7.67,NA,NA,NA,189,NA,1913,0,1057.265,1086.4,NA,36639,44,254,NA,44,33,2120,21356,38997.1428571429
"1332",2000-04-24,40442,228,577,183,8.34,NA,7.385,NA,228,45.5,1988,0.1,879.16,1114.9,NA,36640,54,251,NA,54,31,2090,40447.1835,38611.0714285714
"1333",2000-04-25,27122,238,482,248,7.18,8.4,2.5334,NA,238,44.5,1588,0,968.516,1197.2,NA,36641,43,170,NA,43,31,2000,27122,38181.8571428571
"1334",2000-04-26,17931,295,549,NA,9.24,2.3,NA,NA,295,42.5,1530,0,423.496,1079.4,NA,36642,55,218,NA,55,30,1731,17931,34739.4285714286
"1335",2000-04-27,24812,291,748,306,8.3,10,NA,NA,291,45,2030,0,1060.423,1114.8,NA,36643,54,236,NA,54,30,2190,24812,34678.4285714286
"1336",2000-04-28,54848,NA,NA,NA,7.56,NA,2.4611,NA,NA,47,2330,0,990.269,1032.9,NA,36644,NA,NA,NA,NA,30,2030,54848,35007.7857142857
"1337",2000-04-29,55004,233,631,153,7.6,NA,NA,NA,233,NA,1998,0,932.504,1071.3,NA,36645,41,211,NA,41,30,1944,55004,36406.0714285714
"1338",2000-04-30,54388,287,733,215,7.62,NA,NA,NA,287,NA,2040,0,1030.584,1115.2,NA,36646,44,292,NA,44,33,2050,54388,38957.7857142857
"1339",2000-05-01,55455,299,762,279,7.82,NA,NA,NA,299,48.5,2090,0,875.567,882.8,NA,36647,81,379,NA,81,34,2070,55455,40120.5
"1340",2000-05-02,51650,291,655,169,10.43,NA,NA,NA,291,48.5,2190,0,1001.329,972.1,NA,36648,101,350,NA,101,33.5,2110,51650,42288.2857142857
"1341",2000-05-03,5913,216,455,NA,9.88,NA,NA,NA,216,45,2030,0,958.321,1104.8,NA,36649,108,358,65,108,35,2080,5913,45095.8571428571
"1342",2000-05-04,30125,257,784,443,10.31,NA,NA,NA,257,45,2050,0,901.028,917.7,NA,36650,87,333,NA,87,34,2100,30125,47496.7857142857
"1343",2000-05-05,28939,251,663,209,10.84,NA,NA,NA,251,44,1901,0.1,938.595,1010.6,NA,36651,48,279,NA,48,33,2080,28944.1835,47637.3571428571
"1344",2000-05-06,41700,248,663,591,8.26,NA,NA,NA,248,NA,1731,2.8,1000.268,1058.1,NA,36652,63,294,NA,63,34,2090,41845.138,47755.9285714286
"1345",2000-05-07,57080,267,638,259,7.34,NA,NA,NA,267,NA,2220,0,1006.777,1110,NA,36653,48,237,NA,48,34,2280,57080,48028.2142857143
"1346",2000-05-08,56720,270,660,142,7.34,NA,NA,NA,270,45,1931,0.1,941.26,992.8,NA,36654,68,282,NA,68,33,1942,56725.1835,48251.8571428571
"1347",2000-05-09,57471,322,650,98,7.52,1.29,NA,NA,322,46.5,1983,0.6,891.402,931.5,NA,36655,75,309,NA,75,34,2030,57502.101,48529.1428571429
"1348",2000-05-10,57237,275,651,151,7.6,2.11,NA,NA,275,46,2040,0.1,1011.813,1072.2,NA,36656,87,307,59,87,34,2080,57242.1835,52225.0714285714
"1349",2000-05-11,58425,297,651,244,7.26,2.69,NA,NA,297,44.5,2040,0,953.318,982.4,NA,36657,73,307,NA,73,34,2060,58425,54296.5
"1350",2000-05-12,56816,223,621,175,9.68,6.39,NA,NA,223,44.5,1977,0,845.783,994.4,NA,36658,61,292,NA,61,33,2130,56816,56560.8571428571
"1351",2000-05-13,56664,302,743,110,7.52,NA,NA,NA,302,NA,2180,0,909.52,1092.2,NA,36659,65,343,NA,65,33,2290,56664,58056.7142857143
"1352",2000-05-14,58200,327,672,338,7.93,NA,NA,NA,327,NA,2160,0,1029.456,1126.4,NA,36660,60,321,NA,60,33,2170,58200,58163.7142857143
"1353",2000-05-15,58586,271,699,237,6.7,6.92,NA,1.92,271,NA,2150,0.1,990.308,951,NA,36661,77,327,NA,77,33,2290,58591.1835,57946.0714285714
"1354",2000-05-16,55532,291,653,NA,6.51,8.37,NA,1.93,291,45.5,1938,0,876.232,1029.7,NA,36662,71,283,NA,71,34.5,2250,55532,55582.7857142857
"1355",2000-05-17,57656,279,NA,66,7.12,NA,NA,NA,279,45,2060,0,984.352,1026.2,NA,36663,99,359,76,99,35,2110,57656,53122.3571428571
"1356",2000-05-18,59125,243,621,305,10.29,4.85,NA,NA,243,44,2540,0,723.952,931,NA,36664,72,288,NA,72,34,2360,59125,50923.5714285714
"1357",2000-05-19,60640,196,608,144,7.43,7,NA,1.31,196,42,2540,0,893.538,1128.1,NA,36665,60,311,NA,60,34,2270,60640,48511.5714285714
"1358",2000-05-20,62642,201,649,164,7.31,NA,NA,NA,201,NA,3040,0.1,570.954,1172,NA,36666,57,271,NA,57,32,2560,62647.1835,46348.5714285714
"1359",2000-05-21,58578,223,576,235,7.28,NA,NA,NA,223,NA,2890,0,919.787,1098.8,NA,36667,100,374,NA,100,33,2770,58578,45721.2857142857
"1360",2000-05-22,53673,111,352,238,9.38,2.02,2.512,NA,111,38,2440,0,202.627,1153,NA,36668,103,329,NA,103,34,2740,53673,46011.3571428571
"1361",2000-05-23,24385,172,339,80,12.21,1.14,NA,NA,172,30,4400,0.1,0,837,NA,36669,87,322,NA,87,34,2890,24390.1835,46379.0714285714
"1362",2000-05-24,22791,132,330,264,10.31,1.98,NA,NA,132,31.5,2440,0,0,751.8,NA,36670,59,253,85,59,32,2800,22791,46716.1428571429
"1363",2000-05-25,27642,112,354,363,11.28,NA,NA,NA,112,30,2450,0.1,0,422.4,NA,36671,34,213,NA,34,30,2870,27647.1835,46282.4285714286
"1364",2000-05-26,23048,51,147,41,7.52,NA,1.775,NA,51,28,1383,0.1,0,382.4,NA,36672,44,183,NA,44,29.5,2870,23053.1835,45699.8571428571
"1365",2000-05-27,26382,41,136,65,7.4,NA,NA,NA,41,NA,996,1.7,0,615.6,NA,36673,52,179,NA,52,28,2680,26470.1195,45649.3571428571
"1366",2000-05-28,49418,115,396,265,9.72,NA,NA,NA,115,NA,1440,0,493.755,722.6,NA,36674,46,157,NA,46,29,2620,49418,45937.6428571429
"1367",2000-05-29,62647,220,494,171,10.39,5.97,NA,1.35,220,39.5,1930,0.1,722.314,757.3,NA,36675,32,127,NA,32,27,2330,62652.1835,46662.3571428571
"1368",2000-05-30,60680,273,619,115,9.14,6.3,NA,2.13,273,43,1689,0.1,662.406,660.2,NA,36676,40,162,NA,40,30,1970,60685.1835,48885.5714285714
"1369",2000-05-31,62375,254,673,261,7.31,4.96,NA,NA,254,42.2,1223,6.2,752.551,771.4,NA,36677,55,222,46,55,30,1954,62696.377,51439.3571428571
"1370",2000-06-01,53053,230,517,466,7.11,2.37,NA,NA,230,41.5,1290,0,620.283,763.8,NA,36678,83,276,NA,83,33,1860,53053,53789.3571428571
"1371",2000-06-02,52484,197,667,214,6.98,4.19,NA,1.8,197,42,1460,0.2,562.423,698.8,NA,36679,99,353,NA,99,33,1471,52494.367,56600
"1372",2000-06-03,61935,200,563,157,7.09,NA,NA,NA,200,NA,1283,0,562.383,719.4,NA,36680,100,363,NA,100,33,1434,61935,59457.0714285714
"1373",2000-06-04,62614,224,574,175,6.92,NA,NA,NA,224,NA,1224,0.1,836.259,816.6,NA,36681,89,309,NA,89,33,1390,62619.1835,60552.8571428571
"1374",2000-06-05,63819,229,477,84,7.04,2.3,0.82992,NA,229,42,1204,0,649.554,691.1,NA,36682,85,312,NA,85,33,1346,63819,60359.5
"1375",2000-06-06,55510,128,382,45,6.59,1.07,0.77064,NA,128,39.5,1036,0,594.257,685.3,NA,36683,74,317,NA,74,34,1264,55510,60164.8571428571
"1376",2000-06-07,58544,214,520,218,7.01,4.85,NA,NA,214,42,1290,0,947.123,1064.4,NA,36684,57,296,66,57,31,1233,58544,59958.0714285714
"1377",2000-06-08,60542,256,616,155,7.03,4.83,NA,NA,256,48,1798,0.1,950.79,1101.2,NA,36685,66,260,NA,66,NA,1218,60547.1835,60557.9285714286
"1378",2000-06-09,62397,228,620,114,6.8,2.5,0.79872,NA,228,43,1650,0.1,823.605,919.5,NA,36686,52,289,NA,52,32,1124,62402.1835,61461.3571428571
"1379",2000-06-10,66381,238,575,144,7.1,NA,NA,NA,238,NA,1764,0,967.23,1114,NA,36687,74,308,NA,74,33,1665,66381,61320.4285714286
"1380",2000-06-11,64759,282,647,295,7.54,NA,NA,NA,282,NA,1664,0,918.513,1160.7,NA,36688,92,363,NA,92,34,1466,64759,61356.8571428571
"1381",2000-06-12,59940,286,677,215,6.74,NA,NA,1.33,286,44.5,1923,0,956.224,1205.7,NA,36689,79,373,NA,79,35,1875,59940,61080.2142857143
"1382",2000-06-13,57955,269,673,148,6.55,5.41,NA,1.48,269,46,1970,0,827.245,934.3,NA,36690,80,359,NA,80,35,1906,57955,61299
"1383",2000-06-14,59480,264,670,210,6.42,5.37,NA,NA,264,45,1688,0,888.315,1028.5,NA,36691,105,382,79,105,35,1930,59480,61208.1428571429
"1384",2000-06-15,61451,245,579,107,6.69,3.62,NA,NA,245,46,1597,0,816.579,769.9,NA,36692,105,384,NA,105,35,1895,61451,60821.4285714286
"1385",2000-06-16,65132,243,573,220,6.87,4.07,NA,1.58,243,43.5,1565,0,927.418,906,NA,36693,92,357,NA,92,35,1622,65132,60473.2142857143
"1386",2000-06-17,59962,227,611,54,7.12,NA,NA,NA,227,NA,1684,0,963.505,1014,NA,36694,88,347,NA,88,35,1582,59962,59920.4285714286
"1387",2000-06-18,63124,254,644,142,6.31,NA,NA,NA,254,NA,1662,0.1,941.815,947,NA,36695,85,340,NA,85,35,1670,63129.1835,59509
"1388",2000-06-19,59946,241,604,122,6.59,4.1,0.6396,NA,241,45.5,1831,0,1004.913,1113.1,NA,36696,108,376,NA,108,34,1886,59946,59238.7857142857
"1389",2000-06-20,58573,270,710,297,6.67,4.05,1.58808,NA,270,45.5,1790,0,927.788,1029,NA,36697,103,370,NA,103,35,1783,58573,59055.1428571429
"1390",2000-06-21,57272,285,727,NA,6.81,3.55,NA,NA,285,46.5,1913,3.5,914.816,1054.1,NA,36698,113,360,NA,113,34,1618,57453.4225,58545.5
"1391",2000-06-22,55128,259,842,NA,6.73,NA,NA,NA,259,NA,1997,0,890.141,871.9,NA,36699,92,370,NA,92,35,1913,55128,57953.6428571429
"1392",2000-06-23,57522,274,717,NA,6.67,NA,NA,NA,274,NA,1850,0,945.337,1115.5,NA,36700,106,379,NA,106,33.5,1841,57522,56875.1428571429
"1393",2000-06-24,58642,277,697,NA,7.03,NA,NA,NA,277,NA,1893,0,991.112,1088.5,NA,36701,105,350,NA,105,33,1854,58642,55928
"1394",2000-06-25,58999,283,650,69,6.76,NA,NA,NA,283,NA,1782,0,981.397,1081.8,NA,36702,122,418,NA,122,33.5,1840,58999,55449.7142857143
"1395",2000-06-26,56157,327,645,129,6.95,4.07,NA,1.74,327,46,2100,0,1074.326,1233.5,NA,36703,124,417,NA,124,34,1939,56157,55291.5714285714
"1396",2000-06-27,55384,330,750,327,7.37,2.76,NA,2.14,330,47,2420,0,980.273,1036.8,NA,36704,130,419,NA,130,33,2030,55384,55123
